Spec,Overview,Talents,Rotation,Artifact,Gear,Stat,Enhancements,Macros,Leveling
Death Knight Blood Gear Guide needs more expressions <tier sets>. Found 0 instead of 3 
Death Knight Blood Gear Guide needs more expressions <blood dk gear>. Found 0 instead of 1 
Death Knight Blood Gear Guide needs more expressions <blood dk tier sets>. Found 0 instead of 1 
Death Knight Blood Stat Guide wasn't found.
DK doesn't show as often as it should on Blood Death Knight Enhancements Guide - Only 7 appearances in 12 aliases
Death Knight Blood Macro Title has the wrong format. "<Blood DK Macros & Addons - Legion Patch 7.3>" instead of "<Blood Death Knight Macros & Addons – Legion 7.3>" 
DK doesn't show as often as it should on Blood Death Knight Macro Guide - Only 5 appearances in 10 aliases


Death Knight doesn't show up 2 times on Frost Death Knight Talent Guide
Death Knight Frost Rotation Title has the wrong format. "<Frost Death Knight Rotation Guide – Legion 7.3>" instead of "<Frost Death Knight Rotation Rotation – Legion 7.3>" 
DK doesn't show as often as it should on Frost Death Knight Artifact Guide - Only 3 appearances in 5 aliases
Death Knight Frost Gear Title has the wrong format. "<Frost Death Knight Gear Recommendations>" instead of "<Frost Death Knight Gear, Tier Sets & BiS – Legion 7.3>" 
DK doesn't show up 2 times on Frost Death Knight Gear Guide
DK doesn't show as often as it should on Frost Death Knight Gear Guide - Only 0 appearances in 6 aliases
Death Knight Frost Gear Guide needs more expressions <bis>. Found 0 instead of 3 
Death Knight Frost Gear Guide needs more expressions <tier sets>. Found 0 instead of 3 
Death Knight Frost Gear Guide needs more expressions <frost dk gear>. Found 0 instead of 1 
Death Knight Frost Gear Guide needs more expressions <frost dk tier sets>. Found 0 instead of 1 
Death Knight Frost Stat Guide wasn't found.
Death Knight Frost Macro Title has the wrong format. "<Frost Death Knight Macros, Addons, and WeakAuras>" instead of "<Frost Death Knight Macros & Addons – Legion 7.3>" 
DK doesn't show up 2 times on Frost Death Knight Macro Guide
DK doesn't show as often as it should on Frost Death Knight Macro Guide - Only 1 appearances in 10 aliases
Death Knight Frost Macro Guide needs more expressions <frost dk macro>. Found 0 instead of 3 


DK doesn't show as often as it should on Unholy Death Knight Talent Guide - Only 4 appearances in 7 aliases
Death Knight Unholy Rotation Title has the wrong format. "<Unholy Death Knight Rotation Guide – Legion 7.3>" instead of "<Unholy Death Knight Rotation Rotation – Legion 7.3>" 
DK doesn't show as often as it should on Unholy Death Knight Rotation Guide - Only 9 appearances in 15 aliases
Death Knight Unholy Gear Title has the wrong format. "<Unholy Death Knight Gear Recommendations>" instead of "<Unholy Death Knight Gear, Tier Sets & BiS – Legion 7.3>" 
DK doesn't show up 2 times on Unholy Death Knight Gear Guide
DK doesn't show as often as it should on Unholy Death Knight Gear Guide - Only 0 appearances in 6 aliases
Death Knight Unholy Gear Guide needs more expressions <bis>. Found 0 instead of 3 
Death Knight Unholy Gear Guide needs more expressions <tier sets>. Found 2 instead of 3 
Death Knight Unholy Gear Guide needs more expressions <unholy dk gear>. Found 0 instead of 1 
Death Knight Unholy Gear Guide needs more expressions <unholy dk tier sets>. Found 0 instead of 1 
Death Knight Unholy Stat Guide wasn't found.
DK doesn't show as often as it should on Unholy Death Knight Enhancements Guide - Only 5 appearances in 13 aliases
Death Knight Unholy Macro Title has the wrong format. "<Unholy Death Knight Macro, WeakAuras, and Addons>" instead of "<Unholy Death Knight Macros & Addons – Legion 7.3>" 
DK doesn't show up 2 times on Unholy Death Knight Macro Guide
DK doesn't show as often as it should on Unholy Death Knight Macro Guide - Only 1 appearances in 10 aliases
Death Knight Unholy Macro Guide needs more expressions <unholy dk macro>. Found 1 instead of 3 


Demon Hunter Havoc Rotation Title has the wrong format. "<Havoc Demon Hunter Rotation Guide – Legion 7.3>" instead of "<Havoc Demon Hunter Rotation Rotation – Legion 7.3>" 
Demon Hunter Havoc Gear Title has the wrong format. "<Havoc Demon Hunter Gear Recommendations>" instead of "<Havoc Demon Hunter Gear, Tier Sets & BiS – Legion 7.3>" 
Demon Hunter Havoc Gear Guide needs more expressions <bis>. Found 0 instead of 3 
Demon Hunter Havoc Gear Guide needs more expressions <tier sets>. Found 0 instead of 3 
Demon Hunter Havoc Gear Guide needs more expressions <havoc demon hunter gear>. Found 0 instead of 1 
Demon Hunter Havoc Gear Guide needs more expressions <havoc demon hunter tier sets>. Found 0 instead of 1 
Demon Hunter Havoc Stat Guide wasn't found.
Demon Hunter Havoc Macro Guide wasn't found.


Demon Hunter Vengeance Rotation Title has the wrong format. "<Vengeance Demon Hunter Rotation Guide – Legion 7.3>" instead of "<Vengeance Demon Hunter Rotation Rotation – Legion 7.3>" 
Demon Hunter Vengeance Gear Title has the wrong format. "<Vengeance Demon Hunter Gear Recommendations>" instead of "<Vengeance Demon Hunter Gear, Tier Sets & BiS – Legion 7.3>" 
Demon Hunter Vengeance Gear Guide needs more expressions <bis>. Found 2 instead of 3 
Demon Hunter Vengeance Gear Guide needs more expressions <tier sets>. Found 0 instead of 3 
Demon Hunter Vengeance Gear Guide needs more expressions <vengeance demon hunter gear>. Found 0 instead of 1 
Demon Hunter Vengeance Gear Guide needs more expressions <vengeance demon hunter tier sets>. Found 0 instead of 1 
Demon Hunter Vengeance Stat Guide wasn't found.
Demon Hunter Vengeance Macro Guide wasn't found.


Druid Balance Rotation Title has the wrong format. "<Balance Druid Rotation Guide – Legion 7.3>" instead of "<Balance Druid Rotation Rotation – Legion 7.3>" 
Druid Balance Gear Title has the wrong format. "<Balance Druid Gear Recommendations>" instead of "<Balance Druid Gear, Tier Sets & BiS – Legion 7.3>" 
Druid Balance Gear Guide needs more expressions <tier sets>. Found 0 instead of 3 
Druid Balance Gear Guide needs more expressions <armor>. Found 2 instead of 3 
Druid Balance Gear Guide needs more expressions <balance druid gear>. Found 0 instead of 1 
Druid Balance Gear Guide needs more expressions <balance druid tier sets>. Found 0 instead of 1 
Druid Balance Stat Guide wasn't found.
Druid Balance Macro Title has the wrong format. "<Balance Druid Macros, Addons, and WeakAuras>" instead of "<Balance Druid Macros & Addons – Legion 7.3>" 
Druid Balance Macro Guide needs more expressions <balance druid macro>. Found 0 instead of 3 


Druid Guardian Rotation Title has the wrong format. "<Guardian Druid Rotation Guide – Legion 7.3>" instead of "<Guardian Druid Rotation Rotation – Legion 7.3>" 
Druid Guardian Gear Title has the wrong format. "<Guardian Druid Gear and Recommendations>" instead of "<Guardian Druid Gear, Tier Sets & BiS – Legion 7.3>" 
Druid Guardian Gear Guide needs more expressions <bis>. Found 0 instead of 3 
Druid Guardian Gear Guide needs more expressions <tier sets>. Found 0 instead of 3 
Druid Guardian Gear Guide needs more expressions <armor>. Found 2 instead of 3 
Druid Guardian Gear Guide needs more expressions <guardian druid gear>. Found 0 instead of 1 
Druid Guardian Gear Guide needs more expressions <guardian druid tier sets>. Found 0 instead of 1 
Druid Guardian Stat Guide wasn't found.
Druid Guardian Macro Title has the wrong format. "<Guardian Druid Macros, Addons, and WeakAuras>" instead of "<Guardian Druid Macros & Addons – Legion 7.3>" 
Druid Guardian Macro Guide needs more expressions <guardian druid macro>. Found 0 instead of 3 


Druid Feral Rotation Title has the wrong format. "<Feral Druid Rotation Guide – Legion 7.3>" instead of "<Feral Druid Rotation Rotation – Legion 7.3>" 
Druid Feral Gear Title has the wrong format. "<Feral Druid Gear Recommendations>" instead of "<Feral Druid Gear, Tier Sets & BiS – Legion 7.3>" 
Druid Feral Gear Guide needs more expressions <bis>. Found 0 instead of 3 
Druid Feral Gear Guide needs more expressions <tier sets>. Found 0 instead of 3 
Druid Feral Gear Guide needs more expressions <armor>. Found 2 instead of 3 
Druid Feral Gear Guide needs more expressions <feral druid gear>. Found 0 instead of 1 
Druid Feral Gear Guide needs more expressions <feral druid tier sets>. Found 0 instead of 1 
Druid Feral Stat Guide wasn't found.
Druid Feral Macro Title has the wrong format. "<Feral Druid Macros, Addons, and WeakAuras>" instead of "<Feral Druid Macros & Addons – Legion 7.3>" 
Druid Feral Macro Guide needs more expressions <feral druid macro>. Found 0 instead of 3 


Druid Restoration Rotation Title has the wrong format. "<Restoration Druid Rotation Guide – Legion 7.3>" instead of "<Restoration Druid Rotation Rotation – Legion 7.3>" 
Druid Restoration Artifact Title has the wrong format. "<Restoration Druid Artifact Weapon: G'Hanir the Mother Tree – Legion 7.3>" instead of "<Restoration Druid Artifact Weapon: G'Hanir, the Mother Tree – Legion 7.3>" 
Druid Restoration Gear Title has the wrong format. "<Restoration Druid Gear Recommendations>" instead of "<Restoration Druid Gear, Tier Sets & BiS – Legion 7.3>" 
Resto doesn't show up 2 times on Restoration Druid Gear Guide
Resto doesn't show as often as it should on Restoration Druid Gear Guide - Only 1 appearances in 31 aliases
Druid Restoration Gear Guide needs more expressions <bis>. Found 0 instead of 3 
Druid Restoration Gear Guide needs more expressions <tier sets>. Found 0 instead of 3 
Druid Restoration Gear Guide needs more expressions <restoration druid gear>. Found 0 instead of 1 
Druid Restoration Gear Guide needs more expressions <restoration druid tier sets>. Found 0 instead of 1 
Druid Restoration Stat Guide wasn't found.
Resto doesn't show as often as it should on Restoration Druid Enhancements Guide - Only 2 appearances in 8 aliases
Druid Restoration Macro Title has the wrong format. "<Restoration Druid Macros, Addons, and WeakAuras>" instead of "<Restoration Druid Macros & Addons – Legion 7.3>" 
Resto doesn't show up 2 times on Restoration Druid Macro Guide
Resto doesn't show as often as it should on Restoration Druid Macro Guide - Only 0 appearances in 2 aliases
Druid Restoration Macro Guide needs more expressions <restoration druid macro>. Found 0 instead of 3 


Hunter Beast Mastery Rotation Title has the wrong format. "<Beast Mastery Hunter Rotation Guide – Legion 7.3>" instead of "<Beast Mastery Hunter Rotation Rotation – Legion 7.3>" 
BM doesn't show up 2 times on Beast Mastery Hunter Rotation Guide
Beast Mastery doesn't show up 2 times on Beast Mastery Hunter Artifact Guide
Beast Mastery doesn't show as often as it should on Beast Mastery Hunter Artifact Guide - Only 1 appearances in 6 aliases
Hunter Beast Mastery Gear Title has the wrong format. "<Beast Mastery Hunter Gear Recommendations>" instead of "<Beast Mastery Hunter Gear, Tier Sets & BiS – Legion 7.3>" 
BM doesn't show up 2 times on Beast Mastery Hunter Gear Guide
Hunter Beast Mastery Gear Guide needs more expressions <bis>. Found 0 instead of 3 
Hunter Beast Mastery Gear Guide needs more expressions <tier sets>. Found 0 instead of 3 
Hunter Beast Mastery Gear Guide needs more expressions <bm hunter gear>. Found 0 instead of 1 
Hunter Beast Mastery Gear Guide needs more expressions <bm hunter tier sets>. Found 0 instead of 1 
Hunter Beast Mastery Stat Guide wasn't found.
Hunter Beast Mastery Macro Title has the wrong format. "<Beast Mastery Hunter Macros, Addons, and WeakAuras>" instead of "<Beast Mastery Hunter Macros & Addons – Legion 7.3>" 
BM doesn't show up 2 times on Beast Mastery Hunter Macro Guide
Beast Mastery doesn't show up 2 times on Beast Mastery Hunter Macro Guide
Hunter Beast Mastery Macro Guide needs more expressions <bm hunter macro>. Found 0 instead of 3 


Marksman doesn't show as often as it should on Marksmanship Hunter Overview Guide - Only 6 appearances in 12 aliases
Marksman doesn't show up 2 times on Marksmanship Hunter Talent Guide
Marksman doesn't show as often as it should on Marksmanship Hunter Talent Guide - Only 2 appearances in 7 aliases
Marksmanship doesn't show up 2 times on Marksmanship Hunter Talent Guide
Hunter Marksmanship Rotation Title has the wrong format. "<Marksmanship Hunter Rotation Guide – Legion 7.3>" instead of "<Marksmanship Hunter Rotation Rotation – Legion 7.3>" 
Marksmanship doesn't show up 2 times on Marksmanship Hunter Rotation Guide
Marksman doesn't show as often as it should on Marksmanship Hunter Artifact Guide - Only 5 appearances in 9 aliases
Hunter Marksmanship Gear Title has the wrong format. "<Marksmanship Hunter Gear Recommendations>" instead of "<Marksmanship Hunter Gear, Tier Sets & BiS – Legion 7.3>" 
Marksman doesn't show up 2 times on Marksmanship Hunter Gear Guide
Marksman doesn't show as often as it should on Marksmanship Hunter Gear Guide - Only 0 appearances in 7 aliases
Hunter Marksmanship Gear Guide needs more expressions <bis>. Found 0 instead of 3 
Hunter Marksmanship Gear Guide needs more expressions <tier sets>. Found 0 instead of 3 
Hunter Marksmanship Gear Guide needs more expressions <marksman hunter gear>. Found 0 instead of 1 
Hunter Marksmanship Gear Guide needs more expressions <marksman hunter tier sets>. Found 0 instead of 1 
Hunter Marksmanship Stat Guide wasn't found.
Marksman doesn't show as often as it should on Marksmanship Hunter Enhancements Guide - Only 4 appearances in 14 aliases
Hunter Marksmanship Macro Title has the wrong format. "<Marksmanship Hunter Macros, Addons, and WeakAuras>" instead of "<Marksmanship Hunter Macros & Addons – Legion 7.3>" 
Marksman doesn't show up 2 times on Marksmanship Hunter Macro Guide
Marksman doesn't show as often as it should on Marksmanship Hunter Macro Guide - Only 0 appearances in 5 aliases
MM doesn't show up 2 times on Marksmanship Hunter Macro Guide
Marksmanship doesn't show up 2 times on Marksmanship Hunter Macro Guide
Hunter Marksmanship Macro Guide needs more expressions <marksman hunter macro>. Found 0 instead of 3 


Hunter Survival Rotation Title has the wrong format. "<Survival Hunter Rotation Guide – Legion 7.3>" instead of "<Survival Hunter Rotation Rotation – Legion 7.3>" 
Hunter Survival Gear Title has the wrong format. "<Survival Hunter Gear Recommendations>" instead of "<Survival Hunter Gear, Tier Sets & BiS – Legion 7.3>" 
Hunter Survival Gear Guide needs more expressions <bis>. Found 0 instead of 3 
Hunter Survival Gear Guide needs more expressions <tier sets>. Found 0 instead of 3 
Hunter Survival Gear Guide needs more expressions <survival hunter gear>. Found 0 instead of 1 
Hunter Survival Gear Guide needs more expressions <survival hunter tier sets>. Found 0 instead of 1 
Hunter Survival Stat Guide wasn't found.
Hunter Survival Macro Title has the wrong format. "<Survival Hunter Macros, Addons, and WeakAuras>" instead of "<Survival Hunter Macros & Addons – Legion 7.3>" 
Hunter Survival Macro Guide needs more expressions <survival hunter macro>. Found 0 instead of 3 


Mage Arcane Rotation Title has the wrong format. "<Arcane Mage Rotation Guide – Legion 7.3>" instead of "<Arcane Mage Rotation Rotation – Legion 7.3>" 
Mage Arcane Gear Title has the wrong format. "<Arcane Mage Gear Recommendations>" instead of "<Arcane Mage Gear, Tier Sets & BiS – Legion 7.3>" 
Mage Arcane Gear Guide needs more expressions <bis>. Found 1 instead of 3 
Mage Arcane Gear Guide needs more expressions <tier sets>. Found 0 instead of 3 
Mage Arcane Gear Guide needs more expressions <arcane mage gear>. Found 0 instead of 1 
Mage Arcane Gear Guide needs more expressions <arcane mage tier sets>. Found 0 instead of 1 
Mage Arcane Stat Guide wasn't found.
Mage Arcane Macro Title has the wrong format. "<Arcane Mage Macros, Addons, and WeakAuras>" instead of "<Arcane Mage Macros & Addons – Legion 7.3>" 
Mage Arcane Macro Guide needs more expressions <arcane mage macro>. Found 0 instead of 3 


Mage Fire Rotation Title has the wrong format. "<Fire Mage Rotation Guide – Legion 7.3>" instead of "<Fire Mage Rotation Rotation – Legion 7.3>" 
Mage Fire Gear Title has the wrong format. "<Fire Mage Gear Recommendations>" instead of "<Fire Mage Gear, Tier Sets & BiS – Legion 7.3>" 
Mage Fire Gear Guide needs more expressions <bis>. Found 1 instead of 3 
Mage Fire Gear Guide needs more expressions <tier sets>. Found 0 instead of 3 
Mage Fire Gear Guide needs more expressions <fire mage gear>. Found 0 instead of 1 
Mage Fire Gear Guide needs more expressions <fire mage tier sets>. Found 0 instead of 1 
Mage Fire Stat Guide wasn't found.
Mage Fire Macro Title has the wrong format. "<Fire Mage Macros, Addons, and WeakAuras>" instead of "<Fire Mage Macros & Addons – Legion 7.3>" 
Mage Fire Macro Guide needs more expressions <fire mage macro>. Found 0 instead of 3 


Mage Frost Rotation Title has the wrong format. "<Frost Mage Rotation Guide – Legion 7.3>" instead of "<Frost Mage Rotation Rotation – Legion 7.3>" 
Mage Frost Gear Title has the wrong format. "<Frost Mage Gear Recommendations>" instead of "<Frost Mage Gear, Tier Sets & BiS – Legion 7.3>" 
Mage Frost Gear Guide needs more expressions <bis>. Found 1 instead of 3 
Mage Frost Gear Guide needs more expressions <tier sets>. Found 0 instead of 3 
Mage Frost Gear Guide needs more expressions <frost mage gear>. Found 0 instead of 1 
Mage Frost Gear Guide needs more expressions <frost mage tier sets>. Found 0 instead of 1 
Mage Frost Stat Guide wasn't found.
Mage Frost Macro Title has the wrong format. "<Frost Mage Macros, Addons, and WeakAuras>" instead of "<Frost Mage Macros & Addons – Legion 7.3>" 
Mage Frost Macro Guide needs more expressions <frost mage macro>. Found 0 instead of 3 


Monk Brewmaster Rotation Title has the wrong format. "<Brewmaster Monk Rotation Guide – Legion 7.3>" instead of "<Brewmaster Monk Rotation Rotation – Legion 7.3>" 
Monk Brewmaster Artifact Guide needs more expressions <brewmaster monk artifact>. Found 2 instead of 3 
Monk Brewmaster Gear Title has the wrong format. "<Brewmaster Monk Gear Recommendations>" instead of "<Brewmaster Monk Gear, Tier Sets & BiS – Legion 7.3>" 
Monk Brewmaster Gear Guide needs more expressions <bis>. Found 0 instead of 3 
Monk Brewmaster Gear Guide needs more expressions <tier sets>. Found 0 instead of 3 
Monk Brewmaster Gear Guide needs more expressions <brewmaster monk gear>. Found 0 instead of 1 
Monk Brewmaster Gear Guide needs more expressions <brewmaster monk tier sets>. Found 0 instead of 1 
Monk Brewmaster Stat Guide wasn't found.
Monk Brewmaster Macro Title has the wrong format. "<Brewmaster Monk Macros, Addons, and WeakAuras>" instead of "<Brewmaster Monk Macros & Addons – Legion 7.3>" 
Monk Brewmaster Macro Guide needs more expressions <brewmaster monk macro>. Found 0 instead of 3 


Monk Mistweaver Rotation Title has the wrong format. "<Mistweaver Monk Rotation Guide – Legion 7.3>" instead of "<Mistweaver Monk Rotation Rotation – Legion 7.3>" 
Monk Mistweaver Gear Title has the wrong format. "<Mistweaver Monk Gear Recommendations>" instead of "<Mistweaver Monk Gear, Tier Sets & BiS – Legion 7.3>" 
Monk Mistweaver Gear Guide needs more expressions <bis>. Found 0 instead of 3 
Monk Mistweaver Gear Guide needs more expressions <tier sets>. Found 0 instead of 3 
Monk Mistweaver Gear Guide needs more expressions <mistweaver monk gear>. Found 0 instead of 1 
Monk Mistweaver Gear Guide needs more expressions <mistweaver monk tier sets>. Found 0 instead of 1 
Monk Mistweaver Stat Guide wasn't found.
Monk Mistweaver Macro Title has the wrong format. "<Mistweaver Monk Macros, Addons, and WeakAuras>" instead of "<Mistweaver Monk Macros & Addons – Legion 7.3>" 
Monk Mistweaver Macro Guide needs more expressions <mistweaver monk macro>. Found 0 instead of 3 


Monk Windwalker Rotation Title has the wrong format. "<Windwalker Monk Rotation Guide – Legion 7.3>" instead of "<Windwalker Monk Rotation Rotation – Legion 7.3>" 
Monk Windwalker Gear Title has the wrong format. "<Windwalker Monk Gear Recommendations>" instead of "<Windwalker Monk Gear, Tier Sets & BiS – Legion 7.3>" 
Monk Windwalker Gear Guide needs more expressions <bis>. Found 1 instead of 3 
Monk Windwalker Gear Guide needs more expressions <tier sets>. Found 0 instead of 3 
Monk Windwalker Gear Guide needs more expressions <armor>. Found 2 instead of 3 
Monk Windwalker Gear Guide needs more expressions <windwalker monk gear>. Found 0 instead of 1 
Monk Windwalker Gear Guide needs more expressions <windwalker monk tier sets>. Found 0 instead of 1 
Monk Windwalker Stat Guide wasn't found.
Monk Windwalker Macro Title has the wrong format. "<Windwalker Monk Macros, Addons, and WeakAuras>" instead of "<Windwalker Monk Macros & Addons – Legion 7.3>" 
Monk Windwalker Macro Guide needs more expressions <windwalker monk macro>. Found 0 instead of 3 


Paladin Holy Rotation Title has the wrong format. "<Holy Paladin Rotation Guide– Legion 7.3>" instead of "<Holy Paladin Rotation Rotation – Legion 7.3>" 
Paladin Holy Gear Title has the wrong format. "<Holy Paladin Gear Recommendations>" instead of "<Holy Paladin Gear, Tier Sets & BiS – Legion 7.3>" 
Paladin Holy Gear Guide needs more expressions <bis>. Found 0 instead of 3 
Paladin Holy Gear Guide needs more expressions <tier sets>. Found 0 instead of 3 
Paladin Holy Gear Guide needs more expressions <holy paladin gear>. Found 0 instead of 1 
Paladin Holy Gear Guide needs more expressions <holy paladin tier sets>. Found 0 instead of 1 
Paladin Holy Stat Guide wasn't found.
Paladin Holy Macro Title has the wrong format. "<Holy Paladin Macros, Addons, and WeakAuras>" instead of "<Holy Paladin Macros & Addons – Legion 7.3>" 
Paladin Holy Macro Guide needs more expressions <holy paladin macro>. Found 0 instead of 3 


Prot doesn't show up 2 times on Protection Paladin Talent Guide
Prot doesn't show as often as it should on Protection Paladin Talent Guide - Only 0 appearances in 4 aliases
Paladin Protection Rotation Title has the wrong format. "<Protection Paladin Rotation Guide – Legion 7.3>" instead of "<Protection Paladin Rotation Rotation – Legion 7.3>" 
Protection doesn't show as often as it should on Protection Paladin Artifact Guide - Only 2 appearances in 8 aliases
Paladin Protection Gear Title has the wrong format. "<Protection Paladin Gear Recommendations>" instead of "<Protection Paladin Gear, Tier Sets & BiS – Legion 7.3>" 
Prot doesn't show up 2 times on Protection Paladin Gear Guide
Prot doesn't show as often as it should on Protection Paladin Gear Guide - Only 0 appearances in 1 aliases
Protection doesn't show up 2 times on Protection Paladin Gear Guide
Paladin Protection Gear Guide needs more expressions <bis>. Found 2 instead of 3 
Paladin Protection Gear Guide needs more expressions <tier sets>. Found 0 instead of 3 
Paladin Protection Gear Guide needs more expressions <prot paladin gear>. Found 0 instead of 1 
Paladin Protection Gear Guide needs more expressions <prot paladin tier sets>. Found 0 instead of 1 
Paladin Protection Stat Guide wasn't found.
Prot doesn't show as often as it should on Protection Paladin Enhancements Guide - Only 2 appearances in 6 aliases
Paladin Protection Macro Title has the wrong format. "<Protection Paladin Macros, Addons, and WeakAuras>" instead of "<Protection Paladin Macros & Addons – Legion 7.3>" 
Prot doesn't show up 2 times on Protection Paladin Macro Guide
Prot doesn't show as often as it should on Protection Paladin Macro Guide - Only 0 appearances in 2 aliases
Paladin Protection Macro Guide needs more expressions <prot paladin macro>. Found 0 instead of 3 


Paladin Retribution Rotation Title has the wrong format. "<Retribution Paladin Rotation Guide – Legion 7.3>" instead of "<Retribution Paladin Rotation Rotation – Legion 7.3>" 
Ret doesn't show as often as it should on Retribution Paladin Rotation Guide - Only 3 appearances in 7 aliases
Paladin Retribution Gear Title has the wrong format. "<Retribution Paladin Gear Recommendations>" instead of "<Retribution Paladin Gear, Tier Sets & BiS – Legion 7.3>" 
Ret doesn't show up 2 times on Retribution Paladin Gear Guide
Ret doesn't show as often as it should on Retribution Paladin Gear Guide - Only 0 appearances in 4 aliases
Paladin Retribution Gear Guide needs more expressions <bis>. Found 0 instead of 3 
Paladin Retribution Gear Guide needs more expressions <tier sets>. Found 0 instead of 3 
Paladin Retribution Gear Guide needs more expressions <ret paladin gear>. Found 0 instead of 1 
Paladin Retribution Gear Guide needs more expressions <ret paladin tier sets>. Found 0 instead of 1 
Paladin Retribution Stat Guide wasn't found.
Retribution doesn't show up 2 times on Retribution Paladin Enhancements Guide
Paladin Retribution Macro Title has the wrong format. "<Retribution Paladin Macro and Addon Page>" instead of "<Retribution Paladin Macros & Addons – Legion 7.3>" 
Ret doesn't show up 2 times on Retribution Paladin Macro Guide
Ret doesn't show as often as it should on Retribution Paladin Macro Guide - Only 0 appearances in 6 aliases
Retribution doesn't show up 2 times on Retribution Paladin Macro Guide
Paladin Retribution Macro Guide needs more expressions <ret paladin macro>. Found 1 instead of 3 


Priest Discipline Rotation Title has the wrong format. "<Discipline Priest Rotation Guide – Legion 7.3>" instead of "<Discipline Priest Rotation Rotation – Legion 7.3>" 
Priest Discipline Artifact Guide needs more expressions <disc priest artifact>. Found 2 instead of 3 
Priest Discipline Gear Title has the wrong format. "<Discipline Priest Gear Recommendations>" instead of "<Discipline Priest Gear, Tier Sets & BiS – Legion 7.3>" 
Priest Discipline Gear Guide needs more expressions <bis>. Found 0 instead of 3 
Priest Discipline Gear Guide needs more expressions <tier sets>. Found 0 instead of 3 
Priest Discipline Gear Guide needs more expressions <armor>. Found 0 instead of 3 
Priest Discipline Gear Guide needs more expressions <disc priest gear>. Found 0 instead of 1 
Priest Discipline Gear Guide needs more expressions <disc priest tier sets>. Found 0 instead of 1 
Priest Discipline Stat Guide wasn't found.
Disc doesn't show as often as it should on Discipline Priest Enhancements Guide - Only 2 appearances in 6 aliases
Priest Discipline Macro Title has the wrong format. "<Discipline Priest Macros, Addons, and WeakAuras>" instead of "<Discipline Priest Macros & Addons – Legion 7.3>" 
Disc doesn't show up 2 times on Discipline Priest Macro Guide
Discipline doesn't show up 2 times on Discipline Priest Macro Guide
Priest Discipline Macro Guide needs more expressions <disc priest macro>. Found 0 instead of 3 


Priest Holy Rotation Title has the wrong format. "<Holy Priest Rotation Guide – Legion 7.3>" instead of "<Holy Priest Rotation Rotation – Legion 7.3>" 
Priest Holy Gear Title has the wrong format. "<Holy Priest Gear Recommendations>" instead of "<Holy Priest Gear, Tier Sets & BiS – Legion 7.3>" 
Priest Holy Gear Guide needs more expressions <bis>. Found 2 instead of 3 
Priest Holy Gear Guide needs more expressions <tier sets>. Found 0 instead of 3 
Priest Holy Gear Guide needs more expressions <armor>. Found 0 instead of 3 
Priest Holy Gear Guide needs more expressions <holy priest gear>. Found 0 instead of 1 
Priest Holy Gear Guide needs more expressions <holy priest tier sets>. Found 0 instead of 1 
Priest Holy Stat Guide wasn't found.
